String ID,Vietnamese Text,Pages,Kind,Locations,Reviewer Feedback
vi-352,Đối với các trường đại học và đại lý,Partnerships,text,div.wrap > div.grid > div.col-8 > p.eyebrow,
vi-353,Bạn muốn xem mô hình hợp tác đầy đủ?,Partnerships,text,div.wrap > div.grid > div.col-8 > h2#uni-cta-title,
vi-354,"Chúng tôi đã tổng hợp một cái nhìn chi tiết về cách Crestway Global hoạt động cùng các trường đại học và đại lý tuyển sinh. Nếu bạn đang tìm kiếm hỗ trợ sinh viên có cấu trúc cho cơ sở của mình, đây là điểm khởi đầu tốt.",Partnerships,text,div.wrap > div.grid > div.col-8 > p,
vi-355,Xem chi tiết hợp tác,Partnerships,text,div.wrap > div.grid > div.col-4.cta-actions > a.btn.primary,
vi-356,Liên hệ trực tiếp với chúng tôi,Partnerships,text,div.wrap > div.grid > div.col-4.cta-actions > a.btn.ghost,
vi-357,Hãy cùng nhau xây dựng điều gì đó phù hợp với sinh viên của bạn.,Partnerships,text,div.wrap > div.grid > div.col-8 > h2#partner-cta-title,
vi-358,"Dù bạn là trường đại học, đại lý tuyển sinh hay tổ chức doanh nghiệp, chúng tôi muốn cho bạn thấy hỗ trợ thực tế trên thực địa như thế nào.",Partnerships,text,div.wrap > div.grid > div.col-8 > p,
vi-359,Liên hệ với chúng tôi,Partnerships,text,div.wrap > div.grid > div.col-4.cta-actions > a.btn.primary,
vi-360,Bảo vệ và hỗ trợ giáo dục cho sinh viên quốc tế tại Canada.,Partnerships,text,div.wrap > div.footer-top > div > p,
vi-361,Hợp tác với các trường đại học | Crestway Global,Partnerships / Universities,text,head > title,
vi-362,Trang này dành cho các đối tác đại học và đại lý.,Partnerships / Universities,text,div.gate-overlay > div.gate-dialog > h2,
vi-363,Nhập mã truy cập được cung cấp bởi người liên hệ Crestway Global của bạn.,Partnerships / Universities,text,div.gate-overlay > div.gate-dialog > p,
vi-364,Mã truy cập,Partnerships / Universities,attribute:placeholder,div.gate-overlay > div.gate-dialog > form > input@placeholder,
vi-365,Nhập,Partnerships / Universities,text,div.gate-overlay > div.gate-dialog > form > button.btn.primary,
vi-366,Mã không đúng. Vui lòng thử lại hoặc liên hệ hello@crestwayglobal.com.,Partnerships / Universities,text,div.gate-overlay > div.gate-dialog > p.gate-error,
vi-367,Quay lại Đối tác,Partnerships / Universities,text,div.gate-overlay > div.gate-dialog > p.gate-back > a; section.final-cta > div.wrap > div.cta-actions > a.btn.ghost,
vi-368,Một nền tảng hỗ trợ sinh viên thành công hoạt động cùng với cơ sở giáo dục của bạn.,Partnerships / Universities,text,main > section.page-hero > div.wrap.stack > h1#page-hero-title,
vi-369,"Crestway Global hợp tác với các trường đại học để tăng cường giữ chân sinh viên quốc tế, giảm thiểu các vấn đề phi học thuật và mang lại sự yên tâm cho gia đình rằng con cái họ có sự hỗ trợ thực địa.",Partnerships / Universities,text,main > section.page-hero > div.wrap.stack > p.page-hero-lede,
vi-370,Thách thức,Partnerships / Universities; Problem,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-371,Sinh viên quốc tế đối mặt với những rào cản mà chỉ kiến thức học thuật không thể giải quyết.,Partnerships / Universities,text,section.section > div.wrap > div.section-head.stack > h2#challenge-title,
vi-372,"Điều chỉnh đến một quốc gia mới và hệ thống không quen thuộc (ngân hàng, y tế, giao thông, nhà ở)",Partnerships / Universities,text,div.wrap > div.stack > ul > li,
vi-373,Hỗ trợ gia đình bị giới hạn do khoảng cách địa lý và múi giờ,Partnerships / Universities,text,div.wrap > div.stack > ul > li,
vi-374,Áp lực học thuật bị gia tăng bởi căng thẳng và cô lập cá nhân,Partnerships / Universities,text,div.wrap > div.stack > ul > li,
vi-375,Không có hướng dẫn có cấu trúc cho sinh viên ở ngoài khuôn viên trong những việc hàng ngày bị sai lệch,Partnerships / Universities,text,div.wrap > div.stack > ul > li,
vi-376,"Vấn đề nhà ở, các tình huống sức khỏe và nỗi nhớ nhà có thể trở nên nghiêm trọng hơn khi không ai phát hiện sớm",Partnerships / Universities,text,div.wrap > div.stack > ul > li,
vi-377,"Đây không phải là các trường hợp ngoại lệ. Chúng là điều bình thường. Và khi sinh viên gặp khó khăn với những điều cơ bản này, tỷ lệ giữ chân giảm và rủi ro của cơ sở giáo dục tăng lên.",Partnerships / Universities,text,section.section > div.wrap > div.stack > p,
vi-378,Mô hình Crestway Global,Partnerships / Universities,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-379,"Bốn trụ cột thành công cho sinh viên, được triển khai tại địa phương.",Partnerships / Universities,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#solution-title,
vi-380,Crestway Global đóng vai trò là đối tác thành công đáng tin cậy. Chúng tôi cung cấp hướng dẫn có cấu trúc và hỗ trợ thực tế cho sinh viên trong suốt hành trình học thuật của họ. Chúng tôi không thay thế các dịch vụ của trường. Chúng tôi lấp đầy những khoảng trống xung quanh chúng.,Partnerships / Universities,text,section.section.bg-sand > div.wrap > div.section-head.stack > p,
vi-381,1. Quản lý thành công sinh viên,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-382,Hướng dẫn giúp sinh viên duy trì tiến độ học thuật và cá nhân. Các cuộc kiểm tra định kỳ. Phát hiện sớm các vấn đề. Can thiệp trước khi một tuần khó trở thành một học kỳ thất bại.,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-383,2. Hỗ trợ sinh viên có cấu trúc,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-384,"Giúp đỡ trong việc nhà ở, ngân hàng, y tế và các dịch vụ địa phương. Những điều mà sinh viên mới mất 10 lần lâu hơn để tự mình hiểu, chúng tôi xử lý cùng họ.",Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-385,3. Giao tiếp với gia đình,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-386,"Gia đình quốc tế nhận được sự yên tâm. Các bản cập nhật hàng tháng, truy cập trực tiếp đến cố vấn và thông báo tức thì khi có điều gì cần chú ý. Phụ huynh luôn được cập nhật mà không cần theo dõi quá mức.",Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-387,4. Phát triển cá nhân & kỹ năng sống,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-388,"Tự lập, hiểu biết tài chính, lãnh đạo. Sinh viên không chỉ hoàn thành bằng cấp. Họ rời trường với kỹ năng để biến điều đó thành hiện thực.",Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-389,Giá trị đối với các đối tác đại học,Partnerships / Universities,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-390,Kết quả tốt hơn. Rủi ro thấp hơn. Vị thế tuyển sinh mạnh hơn.,Partnerships / Universities,text,section.section > div.wrap > div.section-head.stack > h2#value-title,
vi-391,Cải thiện tỷ lệ giữ chân sinh viên,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-392,"Những sinh viên cảm thấy được hỗ trợ sẽ tiếp tục học. Điều đó đơn giản như vậy. Ít sinh viên rút khỏi khóa học giữa năm, ít chuyển trường trong tình trạng khẩn cấp.",Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-393,Trải nghiệm sinh viên quốc tế tốt hơn,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-394,Độ hài lòng tăng lên khi sinh viên không phải tự mình đối mặt với năm đầu tiên. Sinh viên vui vẻ sẽ kể lại cho sinh viên khác.,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-395,Giảm rủi ro cho cơ sở giáo dục,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-396,"Chúng tôi phát hiện sớm các vấn đề. Tranh chấp nhà ở, lo ngại sức khỏe, khó khăn học thuật. Đến khi vấn đề sẽ tới văn phòng của bạn, chúng tôi đã bắt đầu xử lý rồi.",Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-397,Lợi thế tuyển sinh cạnh tranh,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-398,Những trường đại học cung cấp hỗ trợ thành công có cấu trúc sẽ nổi bật với các gia đình quốc tế đang đưa ra quyết định hàng trăm nghìn đô la về nơi gửi con cái.,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-399,Tiếp thị toàn cầu mạnh mẽ hơn,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-400,Kết quả tích cực của sinh viên xây dựng niềm tin với các gia đình quốc tế. Niềm tin mang lại giới thiệu. Giới thiệu xây dựng chương trình quốc tế của bạn.,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-401,Mô hình đối tác,Partnerships / Universities,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-402,Chúng tôi làm việc cùng bạn. Không thay thế bạn.,Partnerships / Universities,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#model-title,
vi-403,"Crestway Global bổ sung các dịch vụ hiện có trên khuôn viên trường. Chúng tôi không thay thế văn phòng sinh viên quốc tế, trung tâm tư vấn hoặc dịch vụ nhà ở của bạn. Chúng tôi xử lý sự hỗ trợ hàng ngày ngoài khuôn viên trường mà nằm ngoài phạm vi của bạn.",Partnerships / Universities,text,section.section.bg-sand > div.wrap > div.section-head.stack > p,
vi-404,Chương trình hỗ trợ thành công sinh viên quốc tế,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-405,Hỗ trợ có cấu trúc từ khi đến trường đến khi tốt nghiệp.,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-406,Các chương trình tham gia của phụ huynh,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-407,Thông tin định kỳ giúp gia đình tin tưởng vào cơ sở giáo dục của bạn.,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-408,Hỗ trợ chuyển đổi và tích hợp sinh viên,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-409,"Hướng dẫn đầu tuần, xác minh nhà ở, định hướng thành phố.",Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-410,Hướng dẫn thành công và chương trình kỹ năng sống,Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > h3,
vi-411,"Hiểu biết tài chính, xây dựng tự lập và cộng đồng bạn bè.",Partnerships / Universities,text,div.wrap > div.switcher > div.gov-card.stack > p,
vi-412,Bạn có sẵn sàng thảo luận về điều này sẽ như thế nào đối với cơ sở giáo dục của bạn không?,Partnerships / Universities,text,main > section.final-cta > div.wrap > h2#uni-final-cta-title,
vi-413,Chúng tôi muốn dẫn dắt bạn qua mô hình của chúng tôi và thảo luận về cách Crestway Global có thể hỗ trợ sinh viên quốc tế của bạn.,Partnerships / Universities,text,main > section.final-cta > div.wrap > p,
vi-414,Liên hệ với đội ngũ đối tác của chúng tôi,Partnerships / Universities,text,section.final-cta > div.wrap > div.cta-actions > a.btn.primary,
vi-415,Chăm sóc và hỗ trợ sinh viên quốc tế tại Canada.,Partnerships / Universities; Problem,text,div.wrap > div.footer-top > div > p,
vi-416,Đối với Phụ huynh | Crestway Global,Parents,text,head > title,
vi-417,Con bạn đang ở xa. Bình yên của bạn không cần phải vậy.,Parents,text,main > section.page-hero > div.wrap.stack > h1#page-hero-title,
vi-418,"Chúng tôi hiểu nhu cầu của các gia đình Trung Quốc: an toàn đầu tiên, giao tiếp thường xuyên và đảm bảo rằng có ai đó đáng tin cậy đang chăm sóc con bạn.",Parents,text,main > section.page-hero > div.wrap.stack > p.page-hero-lede,
vi-419,Điều quan trọng nhất,Parents,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-420,Chúng tôi ưu tiên những điều mà các phụ huynh Trung Quốc quan tâm,Parents,text,section.section > div.wrap > div.section-head.stack > h2#priority-title,
vi-421,An toàn lên hàng đầu,Parents,text,div.wrap > div.switcher > div.stack > h3,
vi-422,"Kiểm tra chỗ ở, khu phố an toàn, phản hồi khẩn cấp. Chúng tôi kiểm tra những điều bạn sẽ kiểm tra nếu bạn ở đó.",Parents,text,div.wrap > div.switcher > div.stack > p,
vi-423,Cập nhật thường xuyên,Parents,text,div.wrap > div.switcher > div.stack > h3,
vi-424,"Báo cáo chi tiết hàng tháng về sức khỏe tinh thần của con bạn, không chỉ thành tích học thuật mà còn là cuộc sống hàng ngày và trạng thái cảm xúc.",Parents,text,div.wrap > div.switcher > div.stack > p,
vi-425,Hỗ trợ tiếng Trung,Parents,text,div.wrap > div.switcher > div.stack > h3,
vi-426,Nhà tư vấn nói tiếng của bạn. Không có rào cản giao tiếp khi thảo luận về nhu cầu của con bạn.,Parents,text,div.wrap > div.switcher > div.stack > p,
vi-427,Chăm sóc cảm xúc,Parents,text,div.wrap > div.switcher > div.stack > h3,
vi-428,Chúng tôi hiểu nỗi nhớ nhà và áp lực học tập ở nước ngoài. Chúng tôi phát hiện vấn đề trước khi chúng trở thành khủng hoảng.,Parents,text,div.wrap > div.switcher > div.stack > p,
vi-429,Phụ huynh duy trì liên lạc với con cái đang học tập ở nước ngoài,Parents,attribute:alt,section.section > div.wrap > div.frame > img@alt,
vi-430,Cam kết của chúng tôi,Parents,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-431,Điều bạn có thể tin tưởng,Parents,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#reassurance-title,
vi-432,✓,Parents,text,div.wrap > div.stack > div.reassurance-item > span.reassurance-check,
vi-433,Chúng tôi đến kiểm tra chỗ ở trước khi con bạn dọn vào,Parents,text,div.stack > div.reassurance-item > div.stack > h4,
vi-434,"Chúng tôi kiểm tra từng bất động sản để đảm bảo an toàn, xác minh chủ nhà, kiểm tra điều kiện khu phố. Không có bất ngờ khi con bạn đến nơi.",Parents,text,div.stack > div.reassurance-item > div.stack > p,
vi-435,Chúng tôi trả lời điện thoại vào lúc 2 giờ sáng,Parents,text,div.stack > div.reassurance-item > div.stack > h4,
vi-436,Khẩn cấp không chờ giờ làm việc. Con bạn có đường dây liên lạc trực tiếp với ai đó biết con và có thể giúp đỡ.,Parents,text,div.stack > div.reassurance-item > div.stack > p,
vi-437,Chúng tôi cho bạn biết điều gì đang xảy ra,Parents,text,div.stack > div.reassurance-item > div.stack > h4,
vi-438,"Không lọc, không trễ. Nếu có vấn đề, bạn biết ngay. Nếu mọi thứ đang tốt, bạn cũng biết điều đó.",Parents,text,div.stack > div.reassurance-item > div.stack > p,
vi-439,Chúng tôi hỗ trợ những điều nhỏ nhặt nhất,Parents,text,div.stack > div.reassurance-item > div.stack > h4,
vi-440,"Tài khoản ngân hàng, gói điện thoại, nơi mua thực phẩm quen thuộc. Những chi tiết hàng ngày giúp cuộc sống ở nước ngoài trở nên dễ quản lý hơn.",Parents,text,div.stack > div.reassurance-item > div.stack > p,
vi-441,Chúng tôi tôn trọng quyết định của gia đình bạn,Parents,text,div.stack > div.reassurance-item > div.stack > h4,
vi-442,Chúng tôi cung cấp thông tin và hỗ trợ. Bạn vẫn là người ra quyết định cho cuộc sống của con bạn.,Parents,text,div.stack > div.reassurance-item > div.stack > p,
vi-443,Giao tiếp,Parents,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-444,Chúng tôi giữ bạn liên lạc như thế nào,Parents,text,section.section > div.wrap > div.section-head.stack > h2#communication-title,
vi-445,Kiểm tra hàng tuần,Parents,text,div.wrap > div.cluster.flow-steps > div.flow-step.stack > h4,
vi-446,Con bạn gặp cố vấn để thảo luận về tuần học,Parents,text,div.wrap > div.cluster.flow-steps > div.flow-step.stack > p,
vi-447,→,Parents,text,section.section > div.wrap > div.cluster.flow-steps > span.flow-arrow,
vi-448,Báo cáo hàng tháng,Parents,text,div.wrap > div.cluster.flow-steps > div.flow-step.stack > h4,
vi-449,Bạn nhận được bản cập nhật bằng văn bản chi tiết về mọi khía cạnh trong cuộc sống của con bạn,Parents,text,div.wrap > div.cluster.flow-steps > div.flow-step.stack > p,
vi-450,Thông báo tức thì,Parents,text,div.wrap > div.cluster.flow-steps > div.flow-step.stack > h4,
vi-451,"Nếu có điều gì quan trọng xảy ra, chúng tôi sẽ liên lạc với bạn ngay lập tức",Parents,text,div.wrap > div.cluster.flow-steps > div.flow-step.stack > p,
vi-452,Kiểm tra chỗ ở — đảm bảo an toàn cho sinh viên,Parents,attribute:alt,section.section > div.wrap > div.frame > img@alt,
vi-453,Các câu hỏi mà phụ huynh Trung Quốc thường hỏi chúng tôi,Parents,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#concerns-title,
vi-454,Con tôi có an toàn ở Canada không?,Parents,text,div.wrap > div.stack-lg > div.stack > h3,
vi-455,"Canada là một trong những quốc gia an toàn nhất cho sinh viên quốc tế. Chúng tôi thêm một lớp bảo vệ: chỗ ở đã xác minh, người quen trong trường hợp khẩn cấp, và cố vấn kiểm tra thường xuyên. Chúng tôi coi an toàn của con bạn như thể đó là con của chúng tôi.",Parents,text,div.wrap > div.stack-lg > div.stack > p,
vi-456,Tôi làm sao biết được điều gì đang xảy ra nếu tôi ở rất xa?,Parents,text,div.wrap > div.stack-lg > div.stack > h3,
vi-457,"Báo cáo hàng tháng của chúng tôi bao gồm học thuật, sức khỏe, đời sống xã hội và sức khỏe tinh thần. Chúng tôi cung cấp thông tin cụ thể: điểm số, lần khám bác sĩ, hoạt động, tâm trạng. Nếu có điều gì sai, chúng tôi sẽ báo ngay cho bạn. Không có bất ngờ.",Parents,text,div.wrap > div.stack-lg > div.stack > p,
vi-458,Con tôi rất độc lập. Họ có cảm giác bị theo dõi không?,Parents,text,div.wrap > div.stack-lg > div.stack > h3,
vi-459,"Hỗ trợ của chúng tôi sẵn sàng, không bị áp đặt. Sinh viên độc lập sử dụng chúng tôi như một nguồn lực khi cần thiết. Chúng tôi tôn trọng sự tự chủ của họ đồng thời vẫn sẵn sàng cung cấp hướng dẫn.",Parents,text,div.wrap > div.stack-lg > div.stack > p,
vi-460,Nếu con tôi bị ốm thì sao?,Parents,text,div.wrap > div.stack-lg > div.stack > h3,
vi-461,"Chúng tôi giúp họ đăng ký với bác sĩ gia đình, hiểu rõ bảo hiểm của họ và điều hướng hệ thống y tế. Đối với các vấn đề nghiêm trọng, chúng tôi đồng hành cùng họ đến các buổi hẹn và cập nhật bạn từng bước.",Parents,text,div.wrap > div.stack-lg > div.stack > p,
vi-462,Bạn xử lý rào cản ngôn ngữ như thế nào?,Parents,text,div.wrap > div.stack-lg > div.stack > h3,
vi-463,"Đội ngũ của chúng tôi bao gồm các cố vấn nói tiếng Trung. Chúng tôi có thể giải thích các tình huống phức tạp - học thuật, y tế, pháp lý - bằng ngôn ngữ của bạn. Chúng tôi cũng giúp con bạn cải thiện tiếng Anh để độc lập trong cuộc sống hàng ngày.",Parents,text,div.wrap > div.stack-lg > div.stack > p,
vi-464,Điều gì làm Crestway Global khác biệt so với các dịch vụ khác?,Parents,text,div.wrap > div.stack-lg > div.stack > h3,
vi-465,Chúng tôi tập trung cụ thể vào sinh viên quốc tế Trung Quốc và gia đình họ. Chúng tôi hiểu rõ những kỳ vọng văn hóa xung quanh sự tham gia của gia đình và những thách thức cụ thể mà sinh viên Trung Quốc gặp phải ở nước ngoài. Chúng tôi không phải là một dịch vụ chung chung - chúng tôi là dịch vụ chuyên biệt.,Parents,text,div.wrap > div.stack-lg > div.stack > p,
vi-466,Bắt đầu với một cuộc trò chuyện,Parents,text,main > section.final-cta > div.wrap > h2#cta-title,
vi-467,Hãy kể chúng tôi về con bạn và những mối quan tâm của bạn. Chúng tôi sẽ giải thích cách chúng tôi có thể giúp đỡ và liệu chúng tôi có phù hợp với gia đình bạn không.,Parents,text,main > section.final-cta > div.wrap > p,
vi-468,Giáo dục giám hộ và hỗ trợ cho sinh viên quốc tế tại Canada.,Parents,text,div.wrap > div.footer-top > div > p,
vi-469,Vấn đề | Crestway Global,Problem,text,head > title,
vi-470,Thực tế của giáo dục quốc tế,Problem,text,main > section.page-hero > div.wrap.stack > h1#page-hero-title,
vi-471,"Mỗi năm, sinh viên đến nước ngoài với khát vọng lớn lao nhưng thiếu cấu trúc địa phương.",Problem,text,main > section.page-hero > div.wrap.stack > p.page-hero-lede,
vi-472,"Mặc dù các trường đại học cung cấp giáo dục chất lượng cao với quy mô lớn, nhưng nguồn lực của họ được thiết kế để hỗ trợ số lượng lớn sinh viên.",Problem,text,section.section > div.wrap > div.section-head.stack > h2#reality-title,
vi-473,"Sinh viên thường phải tự mình điều hướng các hệ thống phức tạp, tham gia danh sách chờ và tìm kiếm sự giúp đỡ chỉ sau khi xảy ra vấn đề.",Problem,text,section.section > div.wrap > div.section-head.stack > p,
vi-474,Đóng khoảng cách,Problem,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-475,Crestway Global tồn tại để đóng khoảng cách.,Problem,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#gap-title,
vi-476,"Gia đình kỳ vọng sự an toàn, trách nhiệm và một người liên lạc biết rõ con cái họ.",Problem,text,div.wrap > div.stack-lg > div.with-sidebar.gap-item > p,
vi-477,"Chúng tôi hoạt động như một lớp hỗ trợ tăng tốc, nhận diện rủi ro và can thiệp sớm. Chúng tôi không chờ đợi sinh viên gặp khó khăn.",Problem,text,div.wrap > div.stack-lg > div.with-sidebar.gap-item > p,
vi-478,"Chúng tôi cung cấp hỗ trợ cá nhân 1:1 cho hành trình học thuật của họ, quản lý logistics hàng ngày và bảo vệ sức khỏe tinh thần của họ.",Problem,text,div.wrap > div.stack-lg > div.with-sidebar.gap-item > p,
vi-479,"Bằng cách duy trì một cuộc đối thoại chủ động, liên tục và chuyên nghiệp giữa sinh viên, trường đại học và gia đình, chúng tôi đảm bảo rằng quá trình chuyển đổi của họ vào tuổi trưởng thành được quản lý một cách chuyên nghiệp.",Problem,text,div.wrap > div.stack-lg > div.with-sidebar.gap-item > p,
vi-480,"Đối với các gia đình quốc tế, đây là cơ sở hạ tầng thiết yếu biến rủi ro tiềm ẩn thành con đường an toàn cho thành công.",Problem,text,div.wrap > div.stack-lg > div.with-sidebar.gap-item > p,
vi-481,Đại sứ Sinh viên | Crestway Global,Ambassadors,text,head > title,
vi-482,Những sinh viên thực sự đã từng ở nơi bạn đang đến.,Ambassadors,text,main > section.page-hero > div.wrap.stack > h1#page-hero-title,
vi-483,"Đại sứ của chúng tôi là sinh viên quốc tế đang học tại các trường đại học Canada. Họ đại diện cho Crestway Global trên khuôn viên trường, tổ chức các nhóm học tập và giúp các sinh viên mới điều hướng mọi thứ từ giao thông đến nỗi nhớ nhà.",Ambassadors,text,main > section.page-hero > div.wrap.stack > p.page-hero-lede,
vi-484,Chương trình,Ambassadors,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-485,Đại sứ sinh viên làm gì,Ambassadors,text,section.section > div.wrap > div.section-head.stack > h2#program-title,
vi-486,Quảng bá và nhận thức,Ambassadors,text,div.wrap > div.switcher > div.stack > h3,
vi-487,Đại diện cho Crestway Global tại các sự kiện và hội chợ trường học. Chia sẻ nội dung trên mạng xã hội. Là khuôn mặt thân thiện cho thấy các sinh viên mới không đơn độc.,Ambassadors,text,div.wrap > div.switcher > div.stack > p,
vi-488,Hỗ trợ sinh viên,Ambassadors,text,div.wrap > div.switcher > div.stack > h3,
vi-489,"Giúp sinh viên tìm các con đường an toàn xung quanh khuôn viên trường, điều hướng hệ thống giao thông và tổ chức các buổi học nhóm do sinh viên dẫn dắt tại thư viện và căng-tin.",Ambassadors,text,div.wrap > div.switcher > div.stack > p,
vi-490,Xây dựng cộng đồng,Ambassadors,text,div.wrap > div.switcher > div.stack > h3,
vi-491,"Thu thập ý kiến từ bạn bè về chỗ ở, tài nguyên trường học và nhu cầu sinh viên. Là cầu nối giữa những người mới đến và sự hỗ trợ họ cần.",Ambassadors,text,div.wrap > div.switcher > div.stack > p,
vi-492,Lãnh đạo,Ambassadors,text,div.wrap > div.switcher > div.stack > h3,
vi-493,"Là những tấm gương, đề xuất các hoạt động mới, và hợp tác với các nhà điều phối Crestway Global để cải thiện trải nghiệm sinh viên.",Ambassadors,text,div.wrap > div.switcher > div.stack > p,
vi-494,Gặp đội ngũ,Ambassadors,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-495,Đại sứ của chúng tôi,Ambassadors,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#meet-title,
vi-496,"Các sinh viên từ York, TMU, Waterloo và Western chia sẻ hành trình và lời khuyên của họ.",Ambassadors,text,section.section.bg-sand > div.wrap > div.section-head.stack > p,
vi-497,"Anna, Sinh viên Đại sứ tại Đại học Waterloo",Ambassadors,attribute:alt,div.wrap > article.with-sidebar.ambassador-profile > div.frame.ambassador-photo > img@alt,
vi-498,Đại học Waterloo · Khoa Công nghệ Thông tin · Năm 3,Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div > p.ambassador-meta,
vi-499,Ban đầu từ Nhật Bản,Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div > p.ambassador-origin,
vi-500,Hành trình của Anna,Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > h4,
vi-501,"Tôi được sinh ra và lớn lên tại Nhật Bản cho đến cuối cấp tiểu học. Sau đó, tôi chuyển đến Mỹ, nơi tôi tham gia đội robot trong 5 năm. Điều này đã khơi dậy sự quan tâm của tôi đến lập trình và Công nghệ Thông tin. Tôi chọn Đại học Waterloo vì chương trình hợp tác của trường.",Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > p,
vi-502,Tại sao tôi trở thành Đại sứ,Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > h4; article.with-sidebar-rev.ambassador-profile > div.stack > div.stack > h4,
vi-503,"Tôi tham gia vào việc lập kế hoạch ban đầu của Crestway Global, và tôi nghĩ rằng đây là cách tuyệt vời để giúp các sinh viên như tôi, những người lần đầu tiên xa nhà, cảm thấy kết nối với cộng đồng mới của họ.",Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > p,
vi-504,Thách thức lớn nhất,Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > h4; article.with-sidebar-rev.ambassador-profile > div.stack > div.stack > h4,
vi-505,"Thức ăn và chế độ ăn uống. Canteen ký túc xá rất tiện lợi, nhưng không giống như những bữa ăn tại nhà. Ngoài ra, việc duy trì sức khỏe với giờ ăn không đều cũng là điều khó khăn.",Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > p,
vi-506,Lời khuyên cho sinh viên mới,Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > h4; article.with-sidebar-rev.ambassador-profile > div.stack > div.stack > h4,
vi-507,"""Hãy cởi mở để kết bạn. Bạn không phải người duy nhất cảm thấy cô đơn, và việc kết nối với người khác sẽ tạo ra sự khác biệt lớn. Ngoài ra, đừng quên nghỉ ngơi sau những giờ học.""",Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > blockquote.ambassador-advice,
vi-508,Trải nghiệm Canada yêu thích,Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > h4; article.with-sidebar-rev.ambassador-profile > div.stack > div.stack > h4,
vi-509,"Xem các trận bóng chày tại Rogers Centre. Sân vận động rất lớn, và sự hào hứng của khán giả khiến trải nghiệm này không thể quên!",Ambassadors,text,article.with-sidebar.ambassador-profile > div.stack > div.stack > p,
